Date,SP500,AA,BA,C
3/5/04,1156.86,37.17,42.72,500
3/4/04,1154.87,37.1,42.63,493.8
3/3/04,1151.03,37.02,43.06,498.2
3/2/04,1149.1,37.71,43.33,497.7
3/1/04,1155.97,38.4,43.77,504.6
2/27/04,1144.94,37.47,43.37,502.6
2/26/04,1144.91,37.17,42.44,500
2/25/04,1143.67,36.81,43.82,498.4
2/24/04,1139.09,37.26,43.22,494.4
2/23/04,1140.99,37.18,43.62,493.2
2/20/04,1144.11,36.83,44.34,488.9
2/19/04,1147.06,37.74,44.52,491.2
2/18/04,1151.82,37.79,44.59,495.6
2/17/04,1156.99,37.75,44.6,499
2/13/04,1145.81,37.01,44.45,494.9
2/12/04,1152.11,36.9,44.37,495.1
2/11/04,1157.76,37.39,44.49,497.2
2/10/04,1145.54,35.54,43.77,489.2
2/9/04,1139.81,34.94,43.96,491.5
2/6/04,1142.76,35.07,44.35,493.1
2/5/04,1128.59,34.37,44.36,481.1
2/4/04,1126.52,34,43.56,485.7
2/3/04,1136.03,34.1,43.1,488.8
2/2/04,1135.26,33.48,42.54,492.3
1/30/04,1131.13,34.18,41.75,494.8
1/29/04,1134.11,33.3,42.3,494.8
1/28/04,1128.48,33.78,41.54,492.3
1/27/04,1144.05,35.26,41.94,500.7
1/26/04,1155.37,35.35,42.44,509.3
1/23/04,1141.55,35.4,41.85,503.2
1/22/04,1143.94,36.43,42.9,506.9
1/21/04,1147.62,36.3,43.6,503.6
1/20/04,1138.77,36.22,43.18,492.9
1/16/04,1139.83,35.04,44.01,495
1/15/04,1132.05,35.47,43.04,495
1/14/04,1130.52,35.96,43.11,500
1/13/04,1121.22,35.15,42.24,496
1/12/04,1127.23,35.97,42.41,498.5
1/9/04,1121.86,37.25,42.64,498.9
1/8/04,1131.92,38.66,42.86,501.2
1/7/04,1126.33,38.2,42.28,499.1
1/6/04,1123.67,38.49,41.93,498.4
1/5/04,1122.22,38.78,42.07,497.9
1/2/04,1108.48,37.55,41.99,490
